1, 1
1, 2
1, 3
1, 4
1, 5
1, 1
1, 4
1, 1
1, 3
1, 2
1, 5
1, 1
1, 6
1, 7
1, 8
1, 9
1, 10
1, 11
1, 12
1, 13
1, 14
1, 15
1, 16
1, 17
1, 18
1, 19
1, 20
1, 20
1, 1
1, 21
4, 1
4, 2
4, 3
4, 4
4, 5
4, 1
4, 4
4, 1
4, 3
4, 2
4, 5
4, 1
4, 22
4, 23
4, 24
4, 25
4, 26
4, 27
4, 28
4, 29
4, 30
4, 31
4, 32
4, 33
4, 34
4, 20
4, 4
4, 21
13, 35
13, 36
13, 36
13, 37
13, 38
13, 39
13, 40
17, 41
17, 42
17, 43
17, 44
17, 45
17, 46
17, 47
17, 48
17, 49
17, 120
17, 50
17, 51
17, 52
17, 53
17, 54
17, 55
17, 56
17, 57
17, 58
17, 59
17, 60
17, 61
17, 62
17, 63
17, 64
17, 65
17, 66
17, 67
17, 68
17, 69
17, 70
17, 71
17, 64
17, 72
17, 73
17, 74
17, 75
17, 76
17, 77
17, 78
17, 79
17, 80
17, 81
17, 82
17, 83
17, 84
17, 85
17, 86
17, 87
17, 88
17, 89
17, 90
17, 65
17, 91
17, 92
17, 93
17, 94
17, 95
17, 96
17, 97
17, 98
17, 99
17, 100
17, 101
17, 102
17, 103
17, 104
17, 105
17, 106
17, 68
17, 107
17, 108
17, 109
17, 110
17, 111
17, 112
17, 113
17, 114
17, 115
17, 116
17, 117
17, 118
17, 119
17, 71
17, 121
17, 122
17, 123
17, 124
17, 125
17, 126
17, 127
17, 128
17, 72
17, 73
17, 74
17, 75
17, 76
17, 77
17, 78
17, 79
17, 80
17, 81
17, 82
17, 83
17, 84
17, 85
17, 86
17, 87
17, 88
17, 89
17, 90
17, 65
17, 91
17, 92
17, 93
17, 94
17, 95
17, 96
17, 97
17, 98
17, 99
17, 100
17, 101
17, 102
17, 103
17, 104
17, 105
17, 106
17, 68
17, 107
17, 108
17, 109
17, 110
17, 111
17, 112
17, 113
17, 114
17, 115
17, 116
17, 117
17, 118
17, 119
17, 71
17, 120
17, 121
17, 122
17, 123
17, 124
17, 125
17, 126
17, 127
17, 128
17, 129
17, 130
17, 131
17, 132
17, 133
17, 20
17, 134
17, 135
17, 136
17, 137
17, 138
17, 139
17, 140
17, 141
17, 142
17, 143
17, 80
17, 144
17, 145
17, 146
17, 80
17, 147
18, 148
18, 149
18, 150
18, 151
18, 152
18, 153
18, 154
5, 1
5, 2
5, 3
5, 4
5, 5
5, 1
5, 4
5, 1
5, 3
5, 2
5, 5
5, 1
5, 155
5, 34
5, 34
5, 155
5, 33
5, 33
5, 156
5, 157
5, 157
5, 155
5, 31
5, 31
5, 155
5, 30
5, 30
5, 155
5, 29
5, 29
5, 155
5, 28
5, 28
5, 155
5, 27
5, 27
5, 155
5, 26
5, 26
5, 155
5, 25
5, 25
5, 155
5, 24
5, 24
5, 155
5, 23
5, 23
5, 158
5, 158
5, 20
5, 5
5, 159
16, 35
16, 160
16, 160
16, 37
16, 38
16, 39
16, 40
19, 161
19, 162
19, 163
19, 164
19, 165
19, 166
19, 162
19, 163
19, 167
19, 167
19, 168
19, 168
19, 169
19, 170
19, 170
19, 171
19, 172
19, 173
19, 174
19, 175
19, 176
19, 177
19, 178
19, 179
19, 180
19, 181
19, 182
19, 182
19, 183
19, 167
19, 184
19, 167
19, 185
19, 186
19, 187
19, 188
19, 189
19, 190
19, 191
19, 192
19, 192
19, 193
19, 194
19, 195
19, 196
19, 197
19, 198
19, 199
19, 200
19, 201
19, 202
19, 203
19, 204
3, 1
3, 2
3, 3
3, 4
3, 5
3, 1
3, 4
3, 1
3, 3
3, 2
3, 5
3, 1
3, 205
3, 45
3, 206
3, 207
3, 20
3, 3
3, 21
9, 35
9, 208
9, 208
9, 37
9, 38
9, 39
9, 40
12, 35
12, 209
12, 209
12, 37
12, 38
12, 39
12, 40
11, 35
11, 210
11, 210
11, 210
11, 211
11, 212
11, 37
11, 38
11, 39
11, 40
15, 35
15, 213
15, 213
15, 37
15, 38
15, 39
15, 40
7, 35
7, 37
7, 38
7, 39
7, 40
21, 159
21, 21
21, 21
21, 21
21, 159
21, 21
21, 6
21, 7
21, 8
21, 9
21, 10
21, 11
21, 12
21, 13
21, 14
21, 15
21, 16
21, 17
21, 18
21, 19
21, 20
21, 20
21, 1
21, 21
6, 35
6, 214
6, 214
6, 37
6, 38
6, 39
6, 40
8, 35
8, 215
8, 215
8, 37
8, 38
8, 39
8, 40
2, 1
2, 2
2, 3
2, 4
2, 5
2, 1
2, 4
2, 1
2, 3
2, 2
2, 5
2, 1
2, 20
2, 2
2, 21
10, 35
10, 216
10, 216
10, 216
10, 37
10, 38
10, 39
10, 40
14, 35
14, 217
14, 217
14, 37
14, 38
14, 39
14, 40
